0 verbose cli D:\Program Files\nodejs\node.exe D:\工作资料\code\sysSpaider\gakuran-site\.corepack\v1\npm\12.0.2\bin\npm-cli.js
1 info using npm@12.0.2
2 info using node@v24.19.0
3 silly config load:file:D:\工作资料\code\sysSpaider\gakuran-site\.corepack\v1\npm\12.0.2\npmrc
4 silly config load:file:D:\工作资料\code\sysSpaider\gakuran-site\.npmrc
5 silly config load:file:C:\Users\Administrator\.npmrc
6 silly config load:file:D:\Program Files\nodejs\etc\npmrc
7 verbose title npm ci
8 verbose argv "ci" "--ignore-scripts" "--prefer-offline" "--no-audit" "--no-fund"
9 verbose logfile logs-max:10 dir:D:\工作资料\code\sysSpaider\gakuran-site\.npm-cache\_logs\2026-08-21T08_20_15_438Z-
10 verbose logfile D:\工作资料\code\sysSpaider\gakuran-site\.npm-cache\_logs\2026-08-21T08_20_15_438Z-debug-0.log
11 silly logfile done cleaning log files
470 http cache esbuild@https://registry.npmmirror.com/esbuild/-/esbuild-0.25.12.tgz 0ms (cache hit)
471 http cache @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.25.12.tgz 0ms (cache hit)
472 http cache json-schema-traverse@https://registry.npmmirror.com/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz 0ms (cache hit)
473 http cache ajv@https://registry.npmmirror.com/ajv/-/ajv-8.20.0.tgz 0ms (cache hit)
474 http cache @rolldown/pluginutils@https://registry.npmmirror.com/@rolldown/pluginutils/-/pluginutils-1.0.0-rc.18.tgz 0ms (cache hit)
475 http cache minimatch@https://registry.npmmirror.com/minimatch/-/minimatch-10.2.5.tgz 0ms (cache hit)
476 http cache ignore@https://registry.npmmirror.com/ignore/-/ignore-7.0.5.tgz 0ms (cache hit)
477 http cache brace-expansion@https://registry.npmmirror.com/brace-expansion/-/brace-expansion-5.0.6.tgz 0ms (cache hit)
478 http cache balanced-match@https://registry.npmmirror.com/balanced-match/-/balanced-match-4.0.4.tgz 0ms (cache hit)
479 http cache semver@https://registry.npmmirror.com/semver/-/semver-7.8.0.tgz 0ms (cache hit)
480 http cache supports-color@https://registry.npmmirror.com/supports-color/-/supports-color-10.2.2.tgz 0ms (cache hit)
481 http cache eslint-visitor-keys@https://registry.npmmirror.com/eslint-visitor-keys/-/eslint-visitor-keys-5.0.1.tgz 0ms (cache hit)
482 http cache globals@https://registry.npmmirror.com/globals/-/globals-14.0.0.tgz 0ms (cache hit)
483 http cache eslint-visitor-keys@https://registry.npmmirror.com/eslint-visitor-keys/-/eslint-visitor-keys-3.4.3.tgz 0ms (cache hit)
484 http cache esbuild@https://registry.npmmirror.com/esbuild/-/esbuild-0.18.20.tgz 0ms (cache hit)
485 http cache @jridgewell/trace-mapping@https://registry.npmmirror.com/@jridgewell/trace-mapping/-/trace-mapping-0.3.9.tgz 0ms (cache hit)
486 http cache @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.18.20.tgz 0ms (cache hit)
487 silly tarball no local data for zod-validation-error@https://registry.npmmirror.com/zod-validation-error/-/zod-validation-error-4.0.2.tgz. Extracting by manifest.
488 silly tarball no local data for youch@https://registry.npmmirror.com/youch/-/youch-4.1.0-beta.10.tgz. Extracting by manifest.
489 silly tarball no local data for yocto-queue@https://registry.npmmirror.com/yocto-queue/-/yocto-queue-0.1.0.tgz. Extracting by manifest.
490 silly tarball no local data for youch-core@https://registry.npmmirror.com/youch-core/-/youch-core-0.3.3.tgz. Extracting by manifest.
491 silly tarball no local data for zod@https://registry.npmmirror.com/zod/-/zod-4.4.3.tgz. Extracting by manifest.
492 silly tarball no local data for yoga-layout@https://registry.npmmirror.com/yoga-layout/-/yoga-layout-3.2.1.tgz. Extracting by manifest.
493 silly tarball no local data for yallist@https://registry.npmmirror.com/yallist/-/yallist-3.1.1.tgz. Extracting by manifest.
494 silly tarball no local data for wrangler@https://registry.npmmirror.com/wrangler/-/wrangler-4.92.0.tgz. Extracting by manifest.
495 silly tarball no local data for ws@https://registry.npmmirror.com/ws/-/ws-8.18.0.tgz. Extracting by manifest.
496 silly tarball no local data for workerd@https://registry.npmmirror.com/workerd/-/workerd-1.20260515.1.tgz. Extracting by manifest.
497 silly tarball no local data for which-typed-array@https://registry.npmmirror.com/which-typed-array/-/which-typed-array-1.1.20.tgz. Extracting by manifest.
498 silly tarball no local data for word-wrap@https://registry.npmmirror.com/word-wrap/-/word-wrap-1.2.5.tgz. Extracting by manifest.
499 silly tarball no local data for which-collection@https://registry.npmmirror.com/which-collection/-/which-collection-1.0.2.tgz. Extracting by manifest.
500 silly tarball no local data for which-builtin-type@https://registry.npmmirror.com/which-builtin-type/-/which-builtin-type-1.2.1.tgz. Extracting by manifest.
501 silly tarball no local data for which@https://registry.npmmirror.com/which/-/which-2.0.2.tgz. Extracting by manifest.
502 silly tarball no local data for which-boxed-primitive@https://registry.npmmirror.com/which-boxed-primitive/-/which-boxed-primitive-1.1.1.tgz. Extracting by manifest.
503 silly tarball no local data for webpack@https://registry.npmmirror.com/webpack/-/webpack-5.106.2.tgz. Extracting by manifest.
504 silly tarball no local data for webpack-sources@https://registry.npmmirror.com/webpack-sources/-/webpack-sources-3.4.1.tgz. Extracting by manifest.
505 silly tarball no local data for web-vitals@https://registry.npmmirror.com/web-vitals/-/web-vitals-4.2.4.tgz. Extracting by manifest.
506 silly tarball no local data for vitefu@https://registry.npmmirror.com/vitefu/-/vitefu-1.1.3.tgz. Extracting by manifest.
507 silly tarball no local data for watchpack@https://registry.npmmirror.com/watchpack/-/watchpack-2.5.1.tgz. Extracting by manifest.
508 silly tarball no local data for vite-plugin-dynamic-import@https://registry.npmmirror.com/vite-plugin-dynamic-import/-/vite-plugin-dynamic-import-1.6.0.tgz. Extracting by manifest.
509 silly tarball no local data for vite-plugin-commonjs@https://registry.npmmirror.com/vite-plugin-commonjs/-/vite-plugin-commonjs-0.10.4.tgz. Extracting by manifest.
510 silly tarball no local data for vite@https://registry.npmmirror.com/vite/-/vite-8.0.13.tgz. Extracting by manifest.
511 silly tarball no local data for uri-js@https://registry.npmmirror.com/uri-js/-/uri-js-4.4.1.tgz. Extracting by manifest.
512 silly tarball no local data for vinext@https://registry.npmmirror.com/vinext/-/vinext-1.0.0-beta.2.tgz. Extracting by manifest.
513 silly tarball no local data for update-browserslist-db@https://registry.npmmirror.com/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz. Extracting by manifest.
514 silly tarball no local data for unicode-trie@https://registry.npmmirror.com/unicode-trie/-/unicode-trie-2.0.0.tgz. Extracting by manifest.
515 silly tarball no local data for unpic@https://registry.npmmirror.com/unpic/-/unpic-4.2.2.tgz. Extracting by manifest.
516 silly tarball no local data for unenv@https://registry.npmmirror.com/unenv/-/unenv-2.0.0-rc.24.tgz. Extracting by manifest.
517 silly tarball no local data for undici-types@https://registry.npmmirror.com/undici-types/-/undici-types-6.21.0.tgz. Extracting by manifest.
518 silly tarball no local data for undici@https://registry.npmmirror.com/undici/-/undici-7.24.8.tgz. Extracting by manifest.
519 silly tarball no local data for typescript-eslint@https://registry.npmmirror.com/typescript-eslint/-/typescript-eslint-8.59.3.tgz. Extracting by manifest.
520 silly tarball no local data for unbox-primitive@https://registry.npmmirror.com/unbox-primitive/-/unbox-primitive-1.1.0.tgz. Extracting by manifest.
521 silly tarball no local data for typescript@https://registry.npmmirror.com/typescript/-/typescript-5.9.3.tgz. Extracting by manifest.
522 silly tarball no local data for typed-array-length@https://registry.npmmirror.com/typed-array-length/-/typed-array-length-1.0.7.tgz. Extracting by manifest.
523 silly tarball no local data for typed-array-byte-offset@https://registry.npmmirror.com/typed-array-byte-offset/-/typed-array-byte-offset-1.0.4.tgz. Extracting by manifest.
524 silly tarball no local data for typed-array-byte-length@https://registry.npmmirror.com/typed-array-byte-length/-/typed-array-byte-length-1.0.3.tgz. Extracting by manifest.
525 silly tarball no local data for typed-array-buffer@https://registry.npmmirror.com/typed-array-buffer/-/typed-array-buffer-1.0.3.tgz. Extracting by manifest.
526 silly tarball no local data for type-check@https://registry.npmmirror.com/type-check/-/type-check-0.4.0.tgz. Extracting by manifest.
527 silly tarball no local data for turbo-stream@https://registry.npmmirror.com/turbo-stream/-/turbo-stream-3.2.0.tgz. Extracting by manifest.
528 silly tarball no local data for tsx@https://registry.npmmirror.com/tsx/-/tsx-4.22.1.tgz. Extracting by manifest.
529 silly tarball no local data for ts-api-utils@https://registry.npmmirror.com/ts-api-utils/-/ts-api-utils-2.5.0.tgz. Extracting by manifest.
530 silly tarball no local data for to-regex-range@https://registry.npmmirror.com/to-regex-range/-/to-regex-range-5.0.1.tgz. Extracting by manifest.
531 silly tarball no local data for tinyglobby@https://registry.npmmirror.com/tinyglobby/-/tinyglobby-0.2.16.tgz. Extracting by manifest.
532 silly tarball no local data for terser@https://registry.npmmirror.com/terser/-/terser-5.47.1.tgz. Extracting by manifest.
533 silly tarball no local data for tapable@https://registry.npmmirror.com/tapable/-/tapable-2.3.3.tgz. Extracting by manifest.
534 silly tarball no local data for tiny-inflate@https://registry.npmmirror.com/tiny-inflate/-/tiny-inflate-1.0.3.tgz. Extracting by manifest.
535 silly tarball no local data for tailwindcss@https://registry.npmmirror.com/tailwindcss/-/tailwindcss-4.2.1.tgz. Extracting by manifest.
536 silly tarball no local data for terser-webpack-plugin@https://registry.npmmirror.com/terser-webpack-plugin/-/terser-webpack-plugin-5.6.0.tgz. Extracting by manifest.
537 silly tarball no local data for supports-color@https://registry.npmmirror.com/supports-color/-/supports-color-7.2.0.tgz. Extracting by manifest.
538 silly tarball no local data for strip-literal@https://registry.npmmirror.com/strip-literal/-/strip-literal-3.1.0.tgz. Extracting by manifest.
539 silly tarball no local data for supports-preserve-symlinks-flag@https://registry.npmmirror.com/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz. Extracting by manifest.
540 silly tarball no local data for strip-json-comments@https://registry.npmmirror.com/strip-json-comments/-/strip-json-comments-3.1.1.tgz. Extracting by manifest.
541 silly tarball no local data for string.prototype.trimstart@https://registry.npmmirror.com/string.prototype.trimstart/-/string.prototype.trimstart-1.0.8.tgz. Extracting by manifest.
542 silly tarball no local data for string.prototype.trim@https://registry.npmmirror.com/string.prototype.trim/-/string.prototype.trim-1.2.10.tgz. Extracting by manifest.
543 silly tarball no local data for string.prototype.repeat@https://registry.npmmirror.com/string.prototype.repeat/-/string.prototype.repeat-1.0.0.tgz. Extracting by manifest.
544 silly tarball no local data for string.prototype.matchall@https://registry.npmmirror.com/string.prototype.matchall/-/string.prototype.matchall-4.0.12.tgz. Extracting by manifest.
545 silly tarball no local data for string.prototype.includes@https://registry.npmmirror.com/string.prototype.includes/-/string.prototype.includes-2.0.1.tgz. Extracting by manifest.
546 silly tarball no local data for string.prototype.codepointat@https://registry.npmmirror.com/string.prototype.codepointat/-/string.prototype.codepointat-0.2.1.tgz. Extracting by manifest.
547 silly tarball no local data for string.prototype.trimend@https://registry.npmmirror.com/string.prototype.trimend/-/string.prototype.trimend-1.0.9.tgz. Extracting by manifest.
548 silly tarball no local data for stop-iteration-iterator@https://registry.npmmirror.com/stop-iteration-iterator/-/stop-iteration-iterator-1.1.0.tgz. Extracting by manifest.
549 silly tarball no local data for srvx@https://registry.npmmirror.com/srvx/-/srvx-0.11.15.tgz. Extracting by manifest.
550 silly tarball no local data for source-map@https://registry.npmmirror.com/source-map/-/source-map-0.6.1.tgz. Extracting by manifest.
551 silly tarball no local data for source-map-support@https://registry.npmmirror.com/source-map-support/-/source-map-support-0.5.21.tgz. Extracting by manifest.
552 silly tarball no local data for source-map-js@https://registry.npmmirror.com/source-map-js/-/source-map-js-1.2.1.tgz. Extracting by manifest.
553 silly tarball no local data for side-channel-map@https://registry.npmmirror.com/side-channel-map/-/side-channel-map-1.0.1.tgz. Extracting by manifest.
554 silly tarball no local data for side-channel-list@https://registry.npmmirror.com/side-channel-list/-/side-channel-list-1.0.1.tgz. Extracting by manifest.
555 silly tarball no local data for side-channel-weakmap@https://registry.npmmirror.com/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz. Extracting by manifest.
556 silly tarball no local data for side-channel@https://registry.npmmirror.com/side-channel/-/side-channel-1.1.0.tgz. Extracting by manifest.
557 silly tarball no local data for shebang-regex@https://registry.npmmirror.com/shebang-regex/-/shebang-regex-3.0.0.tgz. Extracting by manifest.
558 silly tarball no local data for shebang-command@https://registry.npmmirror.com/shebang-command/-/shebang-command-2.0.0.tgz. Extracting by manifest.
559 silly tarball no local data for sharp@https://registry.npmmirror.com/sharp/-/sharp-0.34.5.tgz. Extracting by manifest.
560 silly tarball no local data for set-proto@https://registry.npmmirror.com/set-proto/-/set-proto-1.0.0.tgz. Extracting by manifest.
561 silly tarball no local data for set-function-name@https://registry.npmmirror.com/set-function-name/-/set-function-name-2.0.2.tgz. Extracting by manifest.
562 silly tarball no local data for set-function-length@https://registry.npmmirror.com/set-function-length/-/set-function-length-1.2.2.tgz. Extracting by manifest.
563 silly tarball no local data for semver@https://registry.npmmirror.com/semver/-/semver-6.3.1.tgz. Extracting by manifest.
564 silly tarball no local data for schema-utils@https://registry.npmmirror.com/schema-utils/-/schema-utils-4.3.3.tgz. Extracting by manifest.
565 silly tarball no local data for scheduler@https://registry.npmmirror.com/scheduler/-/scheduler-0.27.0.tgz. Extracting by manifest.
566 silly tarball no local data for satori@https://registry.npmmirror.com/satori/-/satori-0.16.0.tgz. Extracting by manifest.
567 silly tarball no local data for safe-regex-test@https://registry.npmmirror.com/safe-regex-test/-/safe-regex-test-1.1.0.tgz. Extracting by manifest.
568 silly tarball no local data for safe-push-apply@https://registry.npmmirror.com/safe-push-apply/-/safe-push-apply-1.0.0.tgz. Extracting by manifest.
569 silly tarball no local data for safe-array-concat@https://registry.npmmirror.com/safe-array-concat/-/safe-array-concat-1.1.4.tgz. Extracting by manifest.
570 silly tarball no local data for run-parallel@https://registry.npmmirror.com/run-parallel/-/run-parallel-1.2.0.tgz. Extracting by manifest.
571 silly tarball no local data for rolldown@https://registry.npmmirror.com/rolldown/-/rolldown-1.0.1.tgz. Extracting by manifest.
572 silly tarball no local data for reusify@https://registry.npmmirror.com/reusify/-/reusify-1.1.0.tgz. Extracting by manifest.
573 silly tarball no local data for resolve-pkg-maps@https://registry.npmmirror.com/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz. Extracting by manifest.
574 silly tarball no local data for resolve-from@https://registry.npmmirror.com/resolve-from/-/resolve-from-4.0.0.tgz. Extracting by manifest.
575 silly tarball no local data for resolve@https://registry.npmmirror.com/resolve/-/resolve-2.0.0-next.7.tgz. Extracting by manifest.
576 silly tarball no local data for require-from-string@https://registry.npmmirror.com/require-from-string/-/require-from-string-2.0.2.tgz. Extracting by manifest.
577 silly tarball no local data for regexp.prototype.flags@https://registry.npmmirror.com/regexp.prototype.flags/-/regexp.prototype.flags-1.5.4.tgz. Extracting by manifest.
578 silly tarball no local data for reflect.getprototypeof@https://registry.npmmirror.com/reflect.getprototypeof/-/reflect.getprototypeof-1.0.10.tgz. Extracting by manifest.
579 silly tarball no local data for react-server-dom-webpack@https://registry.npmmirror.com/react-server-dom-webpack/-/react-server-dom-webpack-19.2.6.tgz. Extracting by manifest.
580 silly tarball no local data for react-loading-skeleton@https://registry.npmmirror.com/react-loading-skeleton/-/react-loading-skeleton-3.5.0.tgz. Extracting by manifest.
581 silly tarball no local data for react-dom@https://registry.npmmirror.com/react-dom/-/react-dom-19.2.6.tgz. Extracting by manifest.
582 silly tarball no local data for react@https://registry.npmmirror.com/react/-/react-19.2.6.tgz. Extracting by manifest.
583 silly tarball no local data for react-is@https://registry.npmmirror.com/react-is/-/react-is-16.13.1.tgz. Extracting by manifest.
584 silly tarball no local data for punycode@https://registry.npmmirror.com/punycode/-/punycode-2.3.1.tgz. Extracting by manifest.
585 silly tarball no local data for queue-microtask@https://registry.npmmirror.com/queue-microtask/-/queue-microtask-1.2.3.tgz. Extracting by manifest.
586 silly tarball no local data for prop-types@https://registry.npmmirror.com/prop-types/-/prop-types-15.8.1.tgz. Extracting by manifest.
587 silly tarball no local data for prelude-ls@https://registry.npmmirror.com/prelude-ls/-/prelude-ls-1.2.1.tgz. Extracting by manifest.
588 silly tarball no local data for postcss-value-parser@https://registry.npmmirror.com/postcss-value-parser/-/postcss-value-parser-4.2.0.tgz. Extracting by manifest.
589 silly tarball no local data for postcss@https://registry.npmmirror.com/postcss/-/postcss-8.5.14.tgz. Extracting by manifest.
590 silly tarball no local data for possible-typed-array-names@https://registry.npmmirror.com/possible-typed-array-names/-/possible-typed-array-names-1.1.0.tgz. Extracting by manifest.
591 silly tarball no local data for picomatch@https://registry.npmmirror.com/picomatch/-/picomatch-2.3.2.tgz. Extracting by manifest.
592 silly tarball no local data for picocolors@https://registry.npmmirror.com/picocolors/-/picocolors-1.1.1.tgz. Extracting by manifest.
593 silly tarball no local data for pathe@https://registry.npmmirror.com/pathe/-/pathe-2.0.3.tgz. Extracting by manifest.
594 silly tarball no local data for path-to-regexp@https://registry.npmmirror.com/path-to-regexp/-/path-to-regexp-6.3.0.tgz. Extracting by manifest.
595 silly tarball no local data for path-parse@https://registry.npmmirror.com/path-parse/-/path-parse-1.0.7.tgz. Extracting by manifest.
596 silly tarball no local data for path-key@https://registry.npmmirror.com/path-key/-/path-key-3.1.1.tgz. Extracting by manifest.
597 silly tarball no local data for path-exists@https://registry.npmmirror.com/path-exists/-/path-exists-4.0.0.tgz. Extracting by manifest.
598 silly tarball no local data for parse-css-color@https://registry.npmmirror.com/parse-css-color/-/parse-css-color-0.2.1.tgz. Extracting by manifest.
599 silly tarball no local data for parent-module@https://registry.npmmirror.com/parent-module/-/parent-module-1.0.1.tgz. Extracting by manifest.
600 silly tarball no local data for pako@https://registry.npmmirror.com/pako/-/pako-0.2.9.tgz. Extracting by manifest.
601 silly tarball no local data for p-locate@https://registry.npmmirror.com/p-locate/-/p-locate-5.0.0.tgz. Extracting by manifest.
602 silly tarball no local data for p-limit@https://registry.npmmirror.com/p-limit/-/p-limit-3.1.0.tgz. Extracting by manifest.
603 silly tarball no local data for own-keys@https://registry.npmmirror.com/own-keys/-/own-keys-1.0.1.tgz. Extracting by manifest.
604 silly tarball no local data for object.values@https://registry.npmmirror.com/object.values/-/object.values-1.2.1.tgz. Extracting by manifest.
605 silly tarball no local data for optionator@https://registry.npmmirror.com/optionator/-/optionator-0.9.4.tgz. Extracting by manifest.
606 silly tarball no local data for object.fromentries@https://registry.npmmirror.com/object.fromentries/-/object.fromentries-2.0.8.tgz. Extracting by manifest.
607 silly tarball no local data for object.entries@https://registry.npmmirror.com/object.entries/-/object.entries-1.1.9.tgz. Extracting by manifest.
608 silly tarball no local data for object.assign@https://registry.npmmirror.com/object.assign/-/object.assign-4.1.7.tgz. Extracting by manifest.
609 silly tarball no local data for object-inspect@https://registry.npmmirror.com/object-inspect/-/object-inspect-1.13.4.tgz. Extracting by manifest.
610 silly tarball no local data for object-keys@https://registry.npmmirror.com/object-keys/-/object-keys-1.1.1.tgz. Extracting by manifest.
611 silly tarball no local data for object-assign@https://registry.npmmirror.com/object-assign/-/object-assign-4.1.1.tgz. Extracting by manifest.
612 silly tarball no local data for node-releases@https://registry.npmmirror.com/node-releases/-/node-releases-2.0.44.tgz. Extracting by manifest.
613 silly tarball no local data for node-exports-info@https://registry.npmmirror.com/node-exports-info/-/node-exports-info-1.6.0.tgz. Extracting by manifest.
614 silly tarball no local data for neo-async@https://registry.npmmirror.com/neo-async/-/neo-async-2.6.2.tgz. Extracting by manifest.
615 silly tarball no local data for natural-compare@https://registry.npmmirror.com/natural-compare/-/natural-compare-1.4.0.tgz. Extracting by manifest.
616 silly tarball no local data for nanoid@https://registry.npmmirror.com/nanoid/-/nanoid-3.3.12.tgz. Extracting by manifest.
617 silly tarball no local data for ms@https://registry.npmmirror.com/ms/-/ms-2.1.3.tgz. Extracting by manifest.
618 silly tarball no local data for miniflare@https://registry.npmmirror.com/miniflare/-/miniflare-4.20260515.0.tgz. Extracting by manifest.
619 silly tarball no local data for minimatch@https://registry.npmmirror.com/minimatch/-/minimatch-3.1.5.tgz. Extracting by manifest.
620 silly tarball no local data for mime-db@https://registry.npmmirror.com/mime-db/-/mime-db-1.54.0.tgz. Extracting by manifest.
621 silly tarball no local data for micromatch@https://registry.npmmirror.com/micromatch/-/micromatch-4.0.8.tgz. Extracting by manifest.
622 silly tarball no local data for merge2@https://registry.npmmirror.com/merge2/-/merge2-1.4.1.tgz. Extracting by manifest.
623 silly tarball no local data for math-intrinsics@https://registry.npmmirror.com/math-intrinsics/-/math-intrinsics-1.1.0.tgz. Extracting by manifest.
624 silly tarball no local data for merge-stream@https://registry.npmmirror.com/merge-stream/-/merge-stream-2.0.0.tgz. Extracting by manifest.
625 silly tarball no local data for magic-string@https://registry.npmmirror.com/magic-string/-/magic-string-0.30.21.tgz. Extracting by manifest.
626 silly tarball no local data for lru-cache@https://registry.npmmirror.com/lru-cache/-/lru-cache-5.1.1.tgz. Extracting by manifest.
627 silly tarball no local data for loose-envify@https://registry.npmmirror.com/loose-envify/-/loose-envify-1.4.0.tgz. Extracting by manifest.
628 silly tarball no local data for lodash.merge@https://registry.npmmirror.com/lodash.merge/-/lodash.merge-4.6.2.tgz. Extracting by manifest.
629 silly tarball no local data for locate-path@https://registry.npmmirror.com/locate-path/-/locate-path-6.0.0.tgz. Extracting by manifest.
630 silly tarball no local data for loader-runner@https://registry.npmmirror.com/loader-runner/-/loader-runner-4.3.2.tgz. Extracting by manifest.
631 silly tarball no local data for linebreak@https://registry.npmmirror.com/linebreak/-/linebreak-1.1.0.tgz. Extracting by manifest.
632 silly tarball no local data for lightningcss-win32-x64-msvc@https://registry.npmmirror.com/lightningcss-win32-x64-msvc/-/lightningcss-win32-x64-msvc-1.31.1.tgz. Extracting by manifest.
633 silly tarball no local data for lightningcss@https://registry.npmmirror.com/lightningcss/-/lightningcss-1.31.1.tgz. Extracting by manifest.
634 silly tarball no local data for levn@https://registry.npmmirror.com/levn/-/levn-0.4.1.tgz. Extracting by manifest.
635 silly tarball no local data for language-tags@https://registry.npmmirror.com/language-tags/-/language-tags-1.0.9.tgz. Extracting by manifest.
636 silly tarball no local data for language-subtag-registry@https://registry.npmmirror.com/language-subtag-registry/-/language-subtag-registry-0.3.23.tgz. Extracting by manifest.
637 silly tarball no local data for kleur@https://registry.npmmirror.com/kleur/-/kleur-4.1.5.tgz. Extracting by manifest.
638 silly tarball no local data for keyv@https://registry.npmmirror.com/keyv/-/keyv-4.5.4.tgz. Extracting by manifest.
639 silly tarball no local data for jsx-ast-utils@https://registry.npmmirror.com/jsx-ast-utils/-/jsx-ast-utils-3.3.5.tgz. Extracting by manifest.
640 silly tarball no local data for json-stable-stringify-without-jsonify@https://registry.npmmirror.com/json-stable-stringify-without-jsonify/-/json-stable-stringify-without-jsonify-1.0.1.tgz. Extracting by manifest.
641 silly tarball no local data for json-schema-traverse@https://registry.npmmirror.com/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz. Extracting by manifest.
642 silly tarball no local data for json-buffer@https://registry.npmmirror.com/json-buffer/-/json-buffer-3.0.1.tgz. Extracting by manifest.
643 silly tarball no local data for jsesc@https://registry.npmmirror.com/jsesc/-/jsesc-3.1.0.tgz. Extracting by manifest.
644 silly tarball no local data for json5@https://registry.npmmirror.com/json5/-/json5-2.2.3.tgz. Extracting by manifest.
645 silly tarball no local data for js-yaml@https://registry.npmmirror.com/js-yaml/-/js-yaml-4.1.1.tgz. Extracting by manifest.
646 silly tarball no local data for js-tokens@https://registry.npmmirror.com/js-tokens/-/js-tokens-4.0.0.tgz. Extracting by manifest.
647 silly tarball no local data for jest-worker@https://registry.npmmirror.com/jest-worker/-/jest-worker-27.5.1.tgz. Extracting by manifest.
648 silly tarball no local data for iterator.prototype@https://registry.npmmirror.com/iterator.prototype/-/iterator.prototype-1.1.5.tgz. Extracting by manifest.
649 silly tarball no local data for jiti@https://registry.npmmirror.com/jiti/-/jiti-2.7.0.tgz. Extracting by manifest.
650 silly tarball no local data for isexe@https://registry.npmmirror.com/isexe/-/isexe-2.0.0.tgz. Extracting by manifest.
651 silly tarball no local data for is-weakset@https://registry.npmmirror.com/is-weakset/-/is-weakset-2.0.4.tgz. Extracting by manifest.
652 silly tarball no local data for isarray@https://registry.npmmirror.com/isarray/-/isarray-2.0.5.tgz. Extracting by manifest.
653 silly tarball no local data for is-weakmap@https://registry.npmmirror.com/is-weakmap/-/is-weakmap-2.0.2.tgz. Extracting by manifest.
654 silly tarball no local data for is-weakref@https://registry.npmmirror.com/is-weakref/-/is-weakref-1.1.1.tgz. Extracting by manifest.
655 silly tarball no local data for is-typed-array@https://registry.npmmirror.com/is-typed-array/-/is-typed-array-1.1.15.tgz. Extracting by manifest.
656 silly tarball no local data for is-symbol@https://registry.npmmirror.com/is-symbol/-/is-symbol-1.1.1.tgz. Extracting by manifest.
657 silly tarball no local data for is-string@https://registry.npmmirror.com/is-string/-/is-string-1.1.1.tgz. Extracting by manifest.
658 silly tarball no local data for is-set@https://registry.npmmirror.com/is-set/-/is-set-2.0.3.tgz. Extracting by manifest.
659 silly tarball no local data for is-regex@https://registry.npmmirror.com/is-regex/-/is-regex-1.2.1.tgz. Extracting by manifest.
660 silly tarball no local data for is-shared-array-buffer@https://registry.npmmirror.com/is-shared-array-buffer/-/is-shared-array-buffer-1.0.4.tgz. Extracting by manifest.
661 silly tarball no local data for is-number-object@https://registry.npmmirror.com/is-number-object/-/is-number-object-1.1.1.tgz. Extracting by manifest.
662 silly tarball no local data for is-negative-zero@https://registry.npmmirror.com/is-negative-zero/-/is-negative-zero-2.0.3.tgz. Extracting by manifest.
663 silly tarball no local data for is-number@https://registry.npmmirror.com/is-number/-/is-number-7.0.0.tgz. Extracting by manifest.
664 silly tarball no local data for is-glob@https://registry.npmmirror.com/is-glob/-/is-glob-4.0.3.tgz. Extracting by manifest.
665 silly tarball no local data for is-generator-function@https://registry.npmmirror.com/is-generator-function/-/is-generator-function-1.1.2.tgz. Extracting by manifest.
666 silly tarball no local data for is-map@https://registry.npmmirror.com/is-map/-/is-map-2.0.3.tgz. Extracting by manifest.
667 silly tarball no local data for is-finalizationregistry@https://registry.npmmirror.com/is-finalizationregistry/-/is-finalizationregistry-1.1.1.tgz. Extracting by manifest.
668 silly tarball no local data for is-date-object@https://registry.npmmirror.com/is-date-object/-/is-date-object-1.1.0.tgz. Extracting by manifest.
669 silly tarball no local data for is-extglob@https://registry.npmmirror.com/is-extglob/-/is-extglob-2.1.1.tgz. Extracting by manifest.
670 silly tarball no local data for is-core-module@https://registry.npmmirror.com/is-core-module/-/is-core-module-2.16.2.tgz. Extracting by manifest.
671 silly tarball no local data for is-data-view@https://registry.npmmirror.com/is-data-view/-/is-data-view-1.0.2.tgz. Extracting by manifest.
672 silly tarball no local data for is-callable@https://registry.npmmirror.com/is-callable/-/is-callable-1.2.7.tgz. Extracting by manifest.
673 silly tarball no local data for is-boolean-object@https://registry.npmmirror.com/is-boolean-object/-/is-boolean-object-1.2.2.tgz. Extracting by manifest.
674 silly tarball no local data for is-bigint@https://registry.npmmirror.com/is-bigint/-/is-bigint-1.1.0.tgz. Extracting by manifest.
675 silly tarball no local data for is-async-function@https://registry.npmmirror.com/is-async-function/-/is-async-function-2.1.1.tgz. Extracting by manifest.
676 silly tarball no local data for is-array-buffer@https://registry.npmmirror.com/is-array-buffer/-/is-array-buffer-3.0.5.tgz. Extracting by manifest.
677 silly tarball no local data for ipaddr.js@https://registry.npmmirror.com/ipaddr.js/-/ipaddr.js-2.4.0.tgz. Extracting by manifest.
678 silly tarball no local data for internal-slot@https://registry.npmmirror.com/internal-slot/-/internal-slot-1.1.0.tgz. Extracting by manifest.
